,station_id,num_ebikes_available,num_bikes_available,num_docks_available,legacy_id,is_renting,last_reported,eightd_has_available_keys,is_installed,num_bikes_disabled,is_returning,num_docks_disabled,last_update,num_scooters_unavailable,num_scooters_available
54,0630217a-3913-47d9-9540-cf85688296a5,0,0,18,3522,1,1691888914,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
55,6969d756-33a6-4a0b-83d0-3db38bc382d1,0,24,2,4412,1,1691888915,False,1,3,1,1,2023-08-13 01:00:06.482489,0.0,0.0
56,66dc7773-0aca-11e7-82f6-3863bb44ef7c,1,19,16,503,1,1691888916,False,1,6,1,3,2023-08-13 01:00:06.482489,0.0,0.0
57,66dbef15-0aca-11e7-82f6-3863bb44ef7c,1,22,6,398,1,1691888917,False,1,6,1,0,2023-08-13 01:00:06.482489,0.0,0.0
58,66dc7ba2-0aca-11e7-82f6-3863bb44ef7c,1,6,30,511,1,1691888917,False,1,3,1,4,2023-08-13 01:00:06.482489,0.0,0.0
59,c80c55c4-d623-42d7-8acf-6bfa68a84ecb,1,12,7,4151,1,1691888917,False,1,0,1,1,2023-08-13 01:00:06.482489,0.0,0.0
60,66dd24ca-0aca-11e7-82f6-3863bb44ef7c,0,19,27,3123,1,1691888916,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
61,180b83a0-329c-4069-87be-df862cb1baed,1,13,8,4378,1,1691888916,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
62,5645b05e-85be-460d-8506-cacd20bff233,3,26,3,4416,1,1691888920,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
63,f34ea09d-32f9-492c-9124-99059bc0b5dd,0,13,6,4296,1,1691888920,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
64,66dd4c5f-0aca-11e7-82f6-3863bb44ef7c,0,1,61,3164,1,1691888919,False,1,4,1,1,2023-08-13 01:00:06.482489,0.0,0.0
65,ad57266c-34da-43da-8b48-2ba856002fbf,0,4,23,3890,1,1691888918,False,1,1,1,2,2023-08-13 01:00:06.482489,0.0,0.0
66,66ddea99-0aca-11e7-82f6-3863bb44ef7c,5,10,8,3306,1,1691888918,False,1,5,1,0,2023-08-13 01:00:06.482489,0.0,0.0
67,66dbee85-0aca-11e7-82f6-3863bb44ef7c,0,7,66,397,1,1691888918,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
68,0f98907a-d4cc-45e0-b174-7d9dfda74106,0,1,24,4303,1,1691888917,False,1,3,1,4,2023-08-13 01:00:06.482489,0.0,0.0
69,cbf76774-1276-4cf8-9442-f00571f1451c,1,28,2,4225,1,1691888917,False,1,2,1,1,2023-08-13 01:00:06.482489,0.0,0.0
70,b0bac4ef-bb57-4598-a433-75c281170d5b,0,19,4,4001,1,1691888918,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
71,498d7e8e-5164-4f26-9ce6-399947d73b1a,0,5,12,3849,1,1691888923,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
72,66dc120f-0aca-11e7-82f6-3863bb44ef7c,1,27,41,435,1,1691888920,False,1,5,1,0,2023-08-13 01:00:06.482489,0.0,0.0
73,545a32d3-b74c-4dc2-b82c-a6d185dd4666,3,6,15,4084,1,1691888921,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
74,cb9840a3-4ae2-420d-865c-9ac45e2f5485,5,12,4,4019,1,1691888921,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
75,2637fed8-1e2a-460b-83eb-3eb32ace0f4e,9,12,35,4720,1,1691888925,False,1,1,1,1,2023-08-13 01:00:06.482489,0.0,0.0
76,c2d549f8-f54c-4a0d-9ecd-6e6f79118279,1,18,3,5013,1,1691888924,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
77,c63a83a0-bda1-40a6-835b-f82c363543b9,2,22,0,3622,1,1691888924,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
78,292ad4f3-9fb0-44ec-9e61-613c711f73c1,0,0,18,3546,1,1691888924,False,1,3,1,0,2023-08-13 01:00:06.482489,0.0,0.0
79,66dce8db-0aca-11e7-82f6-3863bb44ef7c,9,14,25,3074,1,1691888924,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
80,18a2cbb6-91f2-4393-82fb-b40a8ba90f20,0,3,19,4062,1,1691888926,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
81,abc1311e-e000-4211-af9e-0cf92242711e,1,3,10,4102,1,1691888926,False,1,7,1,2,2023-08-13 01:00:06.482489,0.0,0.0
82,bacfe3c2-7946-45ed-91f9-f5b91791de75,2,19,9,3503,1,1691888926,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
83,f8c242cd-da59-4f0e-afd6-832bbdd7d328,1,18,1,4750,1,1691888926,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
84,66dd1d0f-0aca-11e7-82f6-3863bb44ef7c,0,30,0,3109,1,1691888927,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
85,bcb08532-f0d5-4c0e-ad8a-4ddacc204791,0,0,16,3833,1,1691888927,False,1,0,1,1,2023-08-13 01:00:06.482489,,
86,66de205d-0aca-11e7-82f6-3863bb44ef7c,1,2,16,3365,1,1691888928,False,1,5,1,2,2023-08-13 01:00:06.482489,0.0,0.0
87,61f2ffd4-159a-42b3-a4d9-3fdfc3349074,0,3,15,3830,1,1691888930,False,1,1,1,1,2023-08-13 01:00:06.482489,0.0,0.0
88,66de63cd-0aca-11e7-82f6-3863bb44ef7c,2,17,2,3422,1,1691888932,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
89,901ad0c4-383e-490a-8b54-0656ce2358d6,1,3,13,4267,1,1691888933,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
90,e625e677-d175-4902-9764-d92716d86fd5,1,35,9,3786,1,1691888933,False,1,3,1,0,2023-08-13 01:00:06.482489,0.0,0.0
91,66de5005-0aca-11e7-82f6-3863bb44ef7c,0,8,15,3404,1,1691888933,False,1,4,1,0,2023-08-13 01:00:06.482489,0.0,0.0
92,8aad788d-c7eb-4fca-a426-c39f47741a6f,1,2,25,5071,1,1691888933,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
93,d265dbc7-ef55-4f5b-8a2b-f2015dc71fb8,0,14,9,3566,1,1691888931,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
94,55a4dc76-d839-4e06-9bf4-2f343391343c,1,6,12,3888,1,1691888931,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
95,7dda8844-60ba-4449-b05c-54c1d14ab5fb,2,59,6,4689,1,1691888932,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
96,66de12ff-0aca-11e7-82f6-3863bb44ef7c,6,11,6,3343,1,1691888934,False,1,4,1,1,2023-08-13 01:00:06.482489,0.0,0.0
97,1b038e21-e199-4c47-bef0-f4bcdc06b73b,0,3,36,4407,1,1691888934,False,1,5,1,0,2023-08-13 01:00:06.482489,0.0,0.0
98,517409d3-a94a-4140-a6de-ff0de9221ed2,1,1,17,3983,1,1691888934,False,1,3,1,0,2023-08-13 01:00:06.482489,0.0,0.0
99,66dd4a52-0aca-11e7-82f6-3863bb44ef7c,2,2,23,3159,1,1691888934,False,1,3,1,3,2023-08-13 01:00:06.482489,0.0,0.0
100,d45b62b9-7d6b-43b2-bf1e-2c898c55dfd2,1,1,15,4471,1,1691888935,False,1,5,1,0,2023-08-13 01:00:06.482489,0.0,0.0
101,c3062f44-c5b9-4650-a4ec-cc66cbf5b944,2,2,14,4578,1,1691888935,False,1,3,1,1,2023-08-13 01:00:06.482489,0.0,0.0
102,7938263e-e5b8-4ca7-b8bf-1adbaae5fead,2,23,2,4206,1,1691888939,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
103,481624f3-9377-4dfd-a5dd-de05a7fef760,1,3,14,4103,1,1691888939,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
104,66de19ab-0aca-11e7-82f6-3863bb44ef7c,2,3,18,3354,1,1691888940,False,1,10,1,0,2023-08-13 01:00:06.482489,0.0,0.0
105,38af3d1a-9916-46cf-b22e-86fc8648bf30,1,11,8,4094,1,1691888935,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
106,66de2274-0aca-11e7-82f6-3863bb44ef7c,2,7,7,3370,1,1691888937,False,1,8,1,1,2023-08-13 01:00:06.482489,0.0,0.0
107,f833d403-2cf5-424a-a3b3-0314a44b4a67,1,22,9,4340,1,1691888938,False,1,1,1,1,2023-08-13 01:00:06.482489,0.0,0.0
108,82c85f05-4722-48ae-9f64-0522012eb3c8,3,6,20,4184,1,1691888941,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
109,66de11bc-0aca-11e7-82f6-3863bb44ef7c,0,19,0,3340,1,1691888937,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
110,66dd45c7-0aca-11e7-82f6-3863bb44ef7c,3,10,15,3148,1,1691888937,False,1,2,1,1,2023-08-13 01:00:06.482489,0.0,0.0
111,a2ef8ed2-6031-4049-b7dc-9838ef39889b,1,15,3,4202,1,1691888943,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
112,20ff5447-eac3-43b7-820f-f6fa3a2e12a8,2,10,3,3498,1,1691888943,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
113,ffae66ec-7c16-436f-bd0a-eedf81d580e7,3,6,16,4581,1,1691888944,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
114,a45a712c-1e3d-4fee-bef8-adafafd80670,1,9,11,4807,1,1691888944,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
115,6e5a8cab-cf1a-4584-8133-01835b56ad71,3,24,1,4166,1,1691888944,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
116,2a66ed0a-5e6d-4893-a1d1-876bb2bac4be,0,10,15,4200,1,1691888944,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
117,c4e9905f-457b-4be0-a878-2aa53fa0b09b,0,15,6,3779,1,1691888946,False,1,2,1,1,2023-08-13 01:00:06.482489,0.0,0.0
118,f681f980-185d-45b9-8490-bb2606624dd4,4,11,8,4576,1,1691888949,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
119,1815968237323833702,0,8,10,1815968237323833702,1,1691888949,False,1,2,1,1,2023-08-13 01:00:06.482489,0.0,0.0
120,a2cf5872-bd4c-4311-832e-d62fd779ecc3,0,13,12,5037,1,1691888949,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
121,af72ab76-c6cb-4994-af96-51fa8846ecdc,1,3,17,4941,1,1691888949,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
122,9635affa-8b18-42d5-84c4-7f67ad5ef9d0,0,4,13,3922,1,1691888950,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
123,579e583e-60ab-4f2a-83d0-fabebddfcd0f,3,16,2,4457,1,1691888950,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
124,6d766daf-9298-4059-a329-1818582d495f,1,9,9,4758,1,1691888948,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
125,66dd4ccc-0aca-11e7-82f6-3863bb44ef7c,1,13,23,3165,1,1691888951,False,1,14,1,0,2023-08-13 01:00:06.482489,0.0,0.0
126,1835618878584115330,2,21,3,1835618878584115330,1,1691888951,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
127,66dc8a3d-0aca-11e7-82f6-3863bb44ef7c,0,0,77,537,1,1691888952,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
128,ff745407-c087-4c0d-a965-98baf078f292,0,5,15,4878,1,1691888950,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
129,807e9f5a-49b6-4b7e-847b-4a60cff330ed,0,2,14,3862,1,1691888949,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
130,66dbe68e-0aca-11e7-82f6-3863bb44ef7c,1,39,8,383,1,1691888949,False,1,8,1,0,2023-08-13 01:00:06.482489,0.0,0.0
131,b4b5824b-3c23-44b7-92a3-cec6a54583a0,1,10,11,4169,1,1691888953,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
132,66db75cc-0aca-11e7-82f6-3863bb44ef7c,5,39,0,315,1,1691888953,False,1,4,1,0,2023-08-13 01:00:06.482489,0.0,0.0
133,0687075b-cf2d-4130-a859-fe841aafbd3f,2,26,1,3554,1,1691888965,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
134,66db408f-0aca-11e7-82f6-3863bb44ef7c,0,19,18,249,1,1691888965,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
135,66dc3e89-0aca-11e7-82f6-3863bb44ef7c,0,0,3,476,0,1684444557,False,0,0,0,0,2023-08-13 01:00:06.482489,,
136,528ed1e0-75aa-45be-8afe-c3f1c950782f,0,0,0,4862,0,1690812347,False,0,0,0,0,2023-08-13 01:00:06.482489,,
137,1817432434869846072,2,11,8,1817432434869846072,1,1691888964,False,1,4,1,0,2023-08-13 01:00:06.482489,0.0,0.0
138,16e70b05-5b73-4930-9dcf-f79e5ce9eaf5,0,17,4,4422,1,1691888964,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
139,4d24ab76-2f4a-4004-9fc5-09c00c1d9aa4,0,26,1,4380,1,1691888961,False,1,3,1,0,2023-08-13 01:00:06.482489,0.0,0.0
140,2e66af7d-bcdd-441f-9f7e-7e17f5c9275e,0,7,17,4945,1,1691888961,False,1,3,1,0,2023-08-13 01:00:06.482489,0.0,0.0
141,47da6ab2-c841-4f2d-97ef-dd8d441c96b1,0,0,19,4626,1,1691888961,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
142,f3140fb8-347b-4dca-96df-eeef2d1bfc50,4,14,7,4332,1,1691888962,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
143,922763d6-d73c-4678-8bcd-f42ee3a236db,0,7,10,5033,1,1691888962,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
144,563389a0-d90f-4155-9c50-528459df26aa,0,0,25,4831,1,1691888966,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
145,d11b9869-8964-4b79-aafc-4b60ad1b44c4,1,2,18,3776,1,1691888966,False,1,3,1,0,2023-08-13 01:00:06.482489,0.0,0.0
146,4568f854-1268-45cf-bac8-82286ef40ae6,2,3,17,4956,1,1691888963,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
147,b96507c5-7c90-499d-9c45-58f25d6f636a,0,6,8,4098,1,1691888963,False,1,4,1,0,2023-08-13 01:00:06.482489,0.0,0.0
148,66db9e99-0aca-11e7-82f6-3863bb44ef7c,0,6,11,341,1,1691888964,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
149,32cc1603-a4b5-4099-b7bf-681de451b04a,1,41,4,4737,1,1691888964,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
150,40043e8a-6ef6-428d-b585-a7c23cdb06d4,2,22,18,4735,1,1691888962,False,1,4,1,1,2023-08-13 01:00:06.482489,0.0,0.0
151,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,0,0,0,3092,0,1691419320,False,1,0,0,0,2023-08-13 01:00:06.482489,,
152,c2bb1874-bcb7-47c5-aa7d-05423b9087e8,0,2,21,4917,1,1691888962,False,1,1,1,1,2023-08-13 01:00:06.482489,0.0,0.0
153,2c8b263e-952c-4941-a671-ef0ebb062632,0,15,6,5048,1,1691888962,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
154,69f84045-48f9-4c6c-90d3-0503e5ed39e9,1,4,18,3574,1,1691888990,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
155,66de2199-0aca-11e7-82f6-3863bb44ef7c,0,21,4,3368,1,1691888990,False,1,4,1,0,2023-08-13 01:00:06.482489,0.0,0.0
156,66de6346-0aca-11e7-82f6-3863bb44ef7c,0,34,0,3421,1,1691888991,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
157,823ef531-40e6-4397-b973-86bf5b032076,0,7,14,4970,1,1691888991,False,1,3,1,0,2023-08-13 01:00:06.482489,0.0,0.0
158,81a98b0b-cfd6-48b4-90bd-806ebbc264a0,2,4,12,3661,1,1691888991,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
159,3eb10c63-ea4c-4161-b07d-a29034f7367a,0,10,9,3950,1,1691888991,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
160,26cae473-0e59-4af7-bad5-bb6fec85c8bc,0,6,15,3896,1,1691888991,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
161,19d17911-1e4a-41fa-b62b-719aa0a6182e,4,33,5,4715,1,1691888986,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
162,023cf549-bd85-4f9a-abd8-70ba29d7e86b,0,1,20,4515,1,1691888986,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
163,595cf79f-7783-4373-b3d5-775bcf76033b,0,0,13,4127,1,1691888987,False,1,6,1,0,2023-08-13 01:00:06.482489,0.0,0.0
164,53ef19c6-eaa7-47f7-807e-f51b574b1be0,4,14,2,4461,1,1691888987,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
165,66dd5407-0aca-11e7-82f6-3863bb44ef7c,12,23,48,3178,1,1691888987,False,1,6,1,0,2023-08-13 01:00:06.482489,0.0,0.0
166,8a89684b-40a5-49fe-b75d-fdf32ffa8102,1,17,0,4141,1,1691888987,False,1,3,1,0,2023-08-13 01:00:06.482489,0.0,0.0
167,d470e82e-d109-4e2e-b66a-f5e944cbfe97,0,19,2,4940,1,1691888989,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
168,bbc3c1df-f7db-4f54-8d5c-b8f4269ecb48,8,11,8,5068,1,1691888989,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
169,7d5fa1f0-4069-4d5d-b735-5d500597394a,7,25,5,4714,1,1691888989,False,1,3,1,0,2023-08-13 01:00:06.482489,0.0,0.0
170,1d3a8670-09b3-4127-b750-af5311e565f0,0,0,0,4168,0,1689775581,False,0,0,0,0,2023-08-13 01:00:06.482489,,
171,42c3bb6e-0478-4e4a-af10-151f5f4dffb9,0,8,9,4829,1,1691888990,False,1,0,1,0,2023-08-13 01:00:06.482489,0.0,0.0
172,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,7,49,21,363,1,1691888990,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
173,912813fc-fde4-4430-8443-a4fa21477e7f,0,0,22,4056,1,1691888990,False,1,2,1,0,2023-08-13 01:00:06.482489,0.0,0.0
174,b79c8433-9dd1-4d68-9156-7f2c2162bafe,0,6,22,4306,1,1691888992,False,1,1,1,0,2023-08-13 01:00:06.482489,0.0,0.0
175,66de0d91-0aca-11e7-82f6-3863bb44ef7c,3,23,1,3335,1,1691888992,False,1,4,1,0,2023-08-13 01:00:06.482489,0.0,0.0
176,e85c3165-ad0a-44a3-9683-d8cf7575f465,0,27,0,4361,1,1691888987,False,1,1,1,1,2023-08-13 01:00:06.482489,0.0,0.0
